Park	State	Area	Year	Month	Recreation Visitors
Glacier NP	Montana	1583 sq. miles	2010	11/1/2010	13541
Glacier NP	Montana	1583 sq. miles	2010	12/1/2010	10738
Glacier NP	Montana	1583 sq. miles	2011	1/1/2011	10887
Glacier NP	Montana	1583 sq. miles	2011	2/1/2011	10911
Glacier NP	Montana	1583 sq. miles	2011	3/1/2011	12243
Glacier NP	Montana	1583 sq. miles	2011	4/1/2011	15747
Glacier NP	Montana	1583 sq. miles	2011	5/1/2011	92755
Glacier NP	Montana	1583 sq. miles	2011	6/1/2011	266283
Glacier NP	Montana	1583 sq. miles	2011	7/1/2011	512494
Glacier NP	Montana	1583 sq. miles	2011	8/1/2011	532718
Glacier NP	Montana	1583 sq. miles	2011	9/1/2011	320813
Glacier NP	Montana	1583 sq. miles	2011	10/1/2011	54356
Glacier NP	Montana	1583 sq. miles	2011	11/1/2011	13797
Glacier NP	Montana	1583 sq. miles	2011	12/1/2011	10560
Glacier NP	Montana	1583 sq. miles	2012	1/1/2012	10318
Glacier NP	Montana	1583 sq. miles	2012	2/1/2012	10194
Glacier NP	Montana	1583 sq. miles	2012	3/1/2012	12416
Glacier NP	Montana	1583 sq. miles	2012	4/1/2012	32085
Glacier NP	Montana	1583 sq. miles	2012	5/1/2012	112055
Glacier NP	Montana	1583 sq. miles	2012	6/1/2012	313713
Glacier NP	Montana	1583 sq. miles	2012	7/1/2012	630093
Glacier NP	Montana	1583 sq. miles	2012	8/1/2012	604039
Glacier NP	Montana	1583 sq. miles	2012	9/1/2012	356975
Glacier NP	Montana	1583 sq. miles	2012	10/1/2012	54127
Glacier NP	Montana	1583 sq. miles	2012	11/1/2012	16158
Glacier NP	Montana	1583 sq. miles	2012	12/1/2012	9862
Glacier NP	Montana	1583 sq. miles	2013	1/1/2013	10836
Glacier NP	Montana	1583 sq. miles	2013	2/1/2013	11388
Glacier NP	Montana	1583 sq. miles	2013	3/1/2013	15758
Glacier NP	Montana	1583 sq. miles	2013	4/1/2013	20922
Glacier NP	Montana	1583 sq. miles	2013	5/1/2013	108998
Glacier NP	Montana	1583 sq. miles	2013	6/1/2013	343560
Glacier NP	Montana	1583 sq. miles	2013	7/1/2013	645514
Glacier NP	Montana	1583 sq. miles	2013	8/1/2013	626556
Glacier NP	Montana	1583 sq. miles	2013	9/1/2013	355471
Glacier NP	Montana	1583 sq. miles	2013	10/1/2013	25965
Glacier NP	Montana	1583 sq. miles	2013	11/1/2013	14924
Glacier NP	Montana	1583 sq. miles	2013	12/1/2013	10482
Glacier NP	Montana	1583 sq. miles	2014	1/1/2014	12111
Glacier NP	Montana	1583 sq. miles	2014	2/1/2014	10242
Glacier NP	Montana	1583 sq. miles	2014	3/1/2014	13214
Glacier NP	Montana	1583 sq. miles	2014	4/1/2014	28667
Glacier NP	Montana	1583 sq. miles	2014	5/1/2014	112187
Glacier NP	Montana	1583 sq. miles	2014	6/1/2014	334074
Glacier NP	Montana	1583 sq. miles	2014	7/1/2014	699650
Glacier NP	Montana	1583 sq. miles	2014	8/1/2014	675119
Glacier NP	Montana	1583 sq. miles	2014	9/1/2014	353497
Glacier NP	Montana	1583 sq. miles	2014	10/1/2014	72694
Glacier NP	Montana	1583 sq. miles	2014	11/1/2014	15706
Glacier NP	Montana	1583 sq. miles	2014	12/1/2014	11367
Grand Canyon NP	Arizona	1902 sq. miles	1995	1/1/1995	124843
Grand Canyon NP	Arizona	1902 sq. miles	1995	2/1/1995	158170
Grand Canyon NP	Arizona	1902 sq. miles	1995	3/1/1995	286118
Grand Canyon NP	Arizona	1902 sq. miles	1995	4/1/1995	371843
Grand Canyon NP	Arizona	1902 sq. miles	1995	5/1/1995	464743
Grand Canyon NP	Arizona	1902 sq. miles	1995	6/1/1995	665255
Grand Canyon NP	Arizona	1902 sq. miles	1995	7/1/1995	678871
Grand Canyon NP	Arizona	1902 sq. miles	1995	8/1/1995	678492
Grand Canyon NP	Arizona	1902 sq. miles	1995	9/1/1995	439849
Grand Canyon NP	Arizona	1902 sq. miles	1995	10/1/1995	381572
Grand Canyon NP	Arizona	1902 sq. miles	1995	11/1/1995	166568
Grand Canyon NP	Arizona	1902 sq. miles	1995	12/1/1995	141321
Grand Canyon NP	Arizona	1902 sq. miles	1996	1/1/1996	147909
Grand Canyon NP	Arizona	1902 sq. miles	1996	2/1/1996	171968
Grand Canyon NP	Arizona	1902 sq. miles	1996	3/1/1996	302054
Grand Canyon NP	Arizona	1902 sq. miles	1996	4/1/1996	364219
Grand Canyon NP	Arizona	1902 sq. miles	1996	5/1/1996	477093
Grand Canyon NP	Arizona	1902 sq. miles	1996	6/1/1996	577194
Grand Canyon NP	Arizona	1902 sq. miles	1996	7/1/1996	691310
Grand Canyon NP	Arizona	1902 sq. miles	1996	8/1/1996	580705
Grand Canyon NP	Arizona	1902 sq. miles	1996	9/1/1996	499011
Grand Canyon NP	Arizona	1902 sq. miles	1996	10/1/1996	387665
Grand Canyon NP	Arizona	1902 sq. miles	1996	11/1/1996	188612
Grand Canyon NP	Arizona	1902 sq. miles	1996	12/1/1996	149963
Grand Canyon NP	Arizona	1902 sq. miles	1997	1/1/1997	133291
Grand Canyon NP	Arizona	1902 sq. miles	1997	2/1/1997	174087
Grand Canyon NP	Arizona	1902 sq. miles	1997	3/1/1997	347740
Grand Canyon NP	Arizona	1902 sq. miles	1997	4/1/1997	324011
Grand Canyon NP	Arizona	1902 sq. miles	1997	5/1/1997	465990
Grand Canyon NP	Arizona	1902 sq. miles	1997	6/1/1997	540275
Grand Canyon NP	Arizona	1902 sq. miles	1997	7/1/1997	730341
Grand Canyon NP	Arizona	1902 sq. miles	1997	8/1/1997	591024
Grand Canyon NP	Arizona	1902 sq. miles	1997	9/1/1997	599107
Grand Canyon NP	Arizona	1902 sq. miles	1997	10/1/1997	444433
Grand Canyon NP	Arizona	1902 sq. miles	1997	11/1/1997	251808
Grand Canyon NP	Arizona	1902 sq. miles	1997	12/1/1997	189561
Grand Canyon NP	Arizona	1902 sq. miles	1998	1/1/1998	133187
Grand Canyon NP	Arizona	1902 sq. miles	1998	2/1/1998	135141
Grand Canyon NP	Arizona	1902 sq. miles	1998	3/1/1998	248949
Grand Canyon NP	Arizona	1902 sq. miles	1998	4/1/1998	401811
Grand Canyon NP	Arizona	1902 sq. miles	1998	5/1/1998	444044
Grand Canyon NP	Arizona	1902 sq. miles	1998	6/1/1998	532945
Grand Canyon NP	Arizona	1902 sq. miles	1998	7/1/1998	586676
Grand Canyon NP	Arizona	1902 sq. miles	1998	8/1/1998	600640
Grand Canyon NP	Arizona	1902 sq. miles	1998	9/1/1998	421853
Grand Canyon NP	Arizona	1902 sq. miles	1998	10/1/1998	375993
Grand Canyon NP	Arizona	1902 sq. miles	1998	11/1/1998	209611
Grand Canyon NP	Arizona	1902 sq. miles	1998	12/1/1998	148832
Grand Canyon NP	Arizona	1902 sq. miles	1999	1/1/1999	154225
Grand Canyon NP	Arizona	1902 sq. miles	1999	2/1/1999	168127
Grand Canyon NP	Arizona	1902 sq. miles	1999	3/1/1999	367827
Grand Canyon NP	Arizona	1902 sq. miles	1999	4/1/1999	345769
Grand Canyon NP	Arizona	1902 sq. miles	1999	5/1/1999	456674
Grand Canyon NP	Arizona	1902 sq. miles	1999	6/1/1999	564036
Grand Canyon NP	Arizona	1902 sq. miles	1999	7/1/1999	655350
Grand Canyon NP	Arizona	1902 sq. miles	1999	8/1/1999	608486
Grand Canyon NP	Arizona	1902 sq. miles	1999	9/1/1999	491822
Grand Canyon NP	Arizona	1902 sq. miles	1999	10/1/1999	378777
Grand Canyon NP	Arizona	1902 sq. miles	1999	11/1/1999	206084
Grand Canyon NP	Arizona	1902 sq. miles	1999	12/1/1999	177947
Grand Canyon NP	Arizona	1902 sq. miles	2000	1/1/2000	153667
Grand Canyon NP	Arizona	1902 sq. miles	2000	2/1/2000	159129
Grand Canyon NP	Arizona	1902 sq. miles	2000	3/1/2000	310278
Grand Canyon NP	Arizona	1902 sq. miles	2000	4/1/2000	392888
Grand Canyon NP	Arizona	1902 sq. miles	2000	5/1/2000	459685
Grand Canyon NP	Arizona	1902 sq. miles	2000	6/1/2000	528779
Grand Canyon NP	Arizona	1902 sq. miles	2000	7/1/2000	624033
Grand Canyon NP	Arizona	1902 sq. miles	2000	8/1/2000	590701
Grand Canyon NP	Arizona	1902 sq. miles	2000	9/1/2000	474295
Grand Canyon NP	Arizona	1902 sq. miles	2000	10/1/2000	368560
Grand Canyon NP	Arizona	1902 sq. miles	2000	11/1/2000	205567
Grand Canyon NP	Arizona	1902 sq. miles	2000	12/1/2000	192646
Grand Canyon NP	Arizona	1902 sq. miles	2001	1/1/2001	152246
Grand Canyon NP	Arizona	1902 sq. miles	2001	2/1/2001	133442
Grand Canyon NP	Arizona	1902 sq. miles	2001	3/1/2001	304407
Grand Canyon NP	Arizona	1902 sq. miles	2001	4/1/2001	363932
Grand Canyon NP	Arizona	1902 sq. miles	2001	5/1/2001	446090
Grand Canyon NP	Arizona	1902 sq. miles	2001	6/1/2001	517870
Grand Canyon NP	Arizona	1902 sq. miles	2001	7/1/2001	620638
Grand Canyon NP	Arizona	1902 sq. miles	2001	8/1/2001	565883
Grand Canyon NP	Arizona	1902 sq. miles	2001	9/1/2001	348445
Grand Canyon NP	Arizona	1902 sq. miles	2001	10/1/2001	287259
Grand Canyon NP	Arizona	1902 sq. miles	2001	11/1/2001	192539
Grand Canyon NP	Arizona	1902 sq. miles	2001	12/1/2001	172058
Grand Canyon NP	Arizona	1902 sq. miles	2002	1/1/2002	141451
Grand Canyon NP	Arizona	1902 sq. miles	2002	2/1/2002	147784
Grand Canyon NP	Arizona	1902 sq. miles	2002	3/1/2002	295462
Grand Canyon NP	Arizona	1902 sq. miles	2002	4/1/2002	331852
Grand Canyon NP	Arizona	1902 sq. miles	2002	5/1/2002	408987
Grand Canyon NP	Arizona	1902 sq. miles	2002	6/1/2002	502154
Grand Canyon NP	Arizona	1902 sq. miles	2002	7/1/2002	568408
Grand Canyon NP	Arizona	1902 sq. miles	2002	8/1/2002	520331
Grand Canyon NP	Arizona	1902 sq. miles	2002	9/1/2002	368543
Grand Canyon NP	Arizona	1902 sq. miles	2002	10/1/2002	324351
Grand Canyon NP	Arizona	1902 sq. miles	2002	11/1/2002	217586
Grand Canyon NP	Arizona	1902 sq. miles	2002	12/1/2002	175065
Grand Canyon NP	Arizona	1902 sq. miles	2003	1/1/2003	156481
Grand Canyon NP	Arizona	1902 sq. miles	2003	2/1/2003	148388
Grand Canyon NP	Arizona	1902 sq. miles	2003	3/1/2003	274120
Grand Canyon NP	Arizona	1902 sq. miles	2003	4/1/2003	340245
Grand Canyon NP	Arizona	1902 sq. miles	2003	5/1/2003	398371
Grand Canyon NP	Arizona	1902 sq. miles	2003	6/1/2003	536251
Grand Canyon NP	Arizona	1902 sq. miles	2003	7/1/2003	603109
Grand Canyon NP	Arizona	1902 sq. miles	2003	8/1/2003	550855
Grand Canyon NP	Arizona	1902 sq. miles	2003	9/1/2003	377719
Grand Canyon NP	Arizona	1902 sq. miles	2003	10/1/2003	335317
Grand Canyon NP	Arizona	1902 sq. miles	2003	11/1/2003	220124
Grand Canyon NP	Arizona	1902 sq. miles	2003	12/1/2003	183920
Grand Canyon NP	Arizona	1902 sq. miles	2004	1/1/2004	150345
Grand Canyon NP	Arizona	1902 sq. miles	2004	2/1/2004	148379
Grand Canyon NP	Arizona	1902 sq. miles	2004	3/1/2004	313056
Grand Canyon NP	Arizona	1902 sq. miles	2004	4/1/2004	409645
Grand Canyon NP	Arizona	1902 sq. miles	2004	5/1/2004	444078
Grand Canyon NP	Arizona	1902 sq. miles	2004	6/1/2004	529486
Grand Canyon NP	Arizona	1902 sq. miles	2004	7/1/2004	625584
Grand Canyon NP	Arizona	1902 sq. miles	2004	8/1/2004	549643
Grand Canyon NP	Arizona	1902 sq. miles	2004	9/1/2004	425037
Grand Canyon NP	Arizona	1902 sq. miles	2004	10/1/2004	333874
Grand Canyon NP	Arizona	1902 sq. miles	2004	11/1/2004	219953
Grand Canyon NP	Arizona	1902 sq. miles	2004	12/1/2004	177154
Grand Canyon NP	Arizona	1902 sq. miles	2005	1/1/2005	132660
Grand Canyon NP	Arizona	1902 sq. miles	2005	2/1/2005	151719
Grand Canyon NP	Arizona	1902 sq. miles	2005	3/1/2005	356357
Grand Canyon NP	Arizona	1902 sq. miles	2005	4/1/2005	380473
Grand Canyon NP	Arizona	1902 sq. miles	2005	5/1/2005	444253
Grand Canyon NP	Arizona	1902 sq. miles	2005	6/1/2005	594410
Grand Canyon NP	Arizona	1902 sq. miles	2005	7/1/2005	611813
Grand Canyon NP	Arizona	1902 sq. miles	2005	8/1/2005	572431
Grand Canyon NP	Arizona	1902 sq. miles	2005	9/1/2005	392835
Grand Canyon NP	Arizona	1902 sq. miles	2005	10/1/2005	335518
Grand Canyon NP	Arizona	1902 sq. miles	2005	11/1/2005	230597
Grand Canyon NP	Arizona	1902 sq. miles	2005	12/1/2005	198456
Grand Canyon NP	Arizona	1902 sq. miles	2006	1/1/2006	163222
Grand Canyon NP	Arizona	1902 sq. miles	2006	2/1/2006	178982
Grand Canyon NP	Arizona	1902 sq. miles	2006	3/1/2006	296498
Grand Canyon NP	Arizona	1902 sq. miles	2006	4/1/2006	419253
Grand Canyon NP	Arizona	1902 sq. miles	2006	5/1/2006	451576
Grand Canyon NP	Arizona	1902 sq. miles	2006	6/1/2006	509456
Grand Canyon NP	Arizona	1902 sq. miles	2006	7/1/2006	578208
Grand Canyon NP	Arizona	1902 sq. miles	2006	8/1/2006	507951
Grand Canyon NP	Arizona	1902 sq. miles	2006	9/1/2006	399117
Grand Canyon NP	Arizona	1902 sq. miles	2006	10/1/2006	352556
Grand Canyon NP	Arizona	1902 sq. miles	2006	11/1/2006	239306
Grand Canyon NP	Arizona	1902 sq. miles	2006	12/1/2006	183314
Grand Canyon NP	Arizona	1902 sq. miles	2007	1/1/2007	139636
Grand Canyon NP	Arizona	1902 sq. miles	2007	2/1/2007	155049
Grand Canyon NP	Arizona	1902 sq. miles	2007	3/1/2007	332226
Grand Canyon NP	Arizona	1902 sq. miles	2007	4/1/2007	431874
Grand Canyon NP	Arizona	1902 sq. miles	2007	5/1/2007	443773
Grand Canyon NP	Arizona	1902 sq. miles	2007	6/1/2007	515106
Grand Canyon NP	Arizona	1902 sq. miles	2007	7/1/2007	604185
Grand Canyon NP	Arizona	1902 sq. miles	2007	8/1/2007	580670
Grand Canyon NP	Arizona	1902 sq. miles	2007	9/1/2007	424493
Grand Canyon NP	Arizona	1902 sq. miles	2007	10/1/2007	362602
Grand Canyon NP	Arizona	1902 sq. miles	2007	11/1/2007	235217
Grand Canyon NP	Arizona	1902 sq. miles	2007	12/1/2007	188837
Grand Canyon NP	Arizona	1902 sq. miles	2008	1/1/2008	123600
Grand Canyon NP	Arizona	1902 sq. miles	2008	2/1/2008	146730
Grand Canyon NP	Arizona	1902 sq. miles	2008	3/1/2008	358409
Grand Canyon NP	Arizona	1902 sq. miles	2008	4/1/2008	377542
Grand Canyon NP	Arizona	1902 sq. miles	2008	5/1/2008	453651
Grand Canyon NP	Arizona	1902 sq. miles	2008	6/1/2008	530291
Grand Canyon NP	Arizona	1902 sq. miles	2008	7/1/2008	644915
Grand Canyon NP	Arizona	1902 sq. miles	2008	8/1/2008	633985
Grand Canyon NP	Arizona	1902 sq. miles	2008	9/1/2008	433030
Grand Canyon NP	Arizona	1902 sq. miles	2008	10/1/2008	359396
Grand Canyon NP	Arizona	1902 sq. miles	2008	11/1/2008	209843
Grand Canyon NP	Arizona	1902 sq. miles	2008	12/1/2008	153922
Grand Canyon NP	Arizona	1902 sq. miles	2009	1/1/2009	135463
Grand Canyon NP	Arizona	1902 sq. miles	2009	2/1/2009	132865
Grand Canyon NP	Arizona	1902 sq. miles	2009	3/1/2009	310717
Grand Canyon NP	Arizona	1902 sq. miles	2009	4/1/2009	393469
Grand Canyon NP	Arizona	1902 sq. miles	2009	5/1/2009	432940
Grand Canyon NP	Arizona	1902 sq. miles	2009	6/1/2009	529833
Grand Canyon NP	Arizona	1902 sq. miles	2009	7/1/2009	658993
Grand Canyon NP	Arizona	1902 sq. miles	2009	8/1/2009	600442
Grand Canyon NP	Arizona	1902 sq. miles	2009	9/1/2009	425737
Grand Canyon NP	Arizona	1902 sq. miles	2009	10/1/2009	352207
Grand Canyon NP	Arizona	1902 sq. miles	2009	11/1/2009	214355
Grand Canyon NP	Arizona	1902 sq. miles	2009	12/1/2009	161047
Grand Canyon NP	Arizona	1902 sq. miles	2010	1/1/2010	120409
Grand Canyon NP	Arizona	1902 sq. miles	2010	2/1/2010	124573
Grand Canyon NP	Arizona	1902 sq. miles	2010	3/1/2010	312903
Grand Canyon NP	Arizona	1902 sq. miles	2010	4/1/2010	375136
Grand Canyon NP	Arizona	1902 sq. miles	2010	5/1/2010	399037
Grand Canyon NP	Arizona	1902 sq. miles	2010	6/1/2010	555941
Grand Canyon NP	Arizona	1902 sq. miles	2010	7/1/2010	647636
Grand Canyon NP	Arizona	1902 sq. miles	2010	8/1/2010	629167
Grand Canyon NP	Arizona	1902 sq. miles	2010	9/1/2010	477863
Grand Canyon NP	Arizona	1902 sq. miles	2010	10/1/2010	359758
Grand Canyon NP	Arizona	1902 sq. miles	2010	11/1/2010	219474
Grand Canyon NP	Arizona	1902 sq. miles	2010	12/1/2010	166489
Grand Canyon NP	Arizona	1902 sq. miles	2011	1/1/2011	139029
Grand Canyon NP	Arizona	1902 sq. miles	2011	2/1/2011	120726
Grand Canyon NP	Arizona	1902 sq. miles	2011	3/1/2011	304583
Grand Canyon NP	Arizona	1902 sq. miles	2011	4/1/2011	388363
Grand Canyon NP	Arizona	1902 sq. miles	2011	5/1/2011	419569
Grand Canyon NP	Arizona	1902 sq. miles	2011	6/1/2011	544089
Grand Canyon NP	Arizona	1902 sq. miles	2011	7/1/2011	654871
Grand Canyon NP	Arizona	1902 sq. miles	2011	8/1/2011	595265
Grand Canyon NP	Arizona	1902 sq. miles	2011	9/1/2011	410636
Grand Canyon NP	Arizona	1902 sq. miles	2011	10/1/2011	348203
Grand Canyon NP	Arizona	1902 sq. miles	2011	11/1/2011	201809
Grand Canyon NP	Arizona	1902 sq. miles	2011	12/1/2011	171035
Grand Canyon NP	Arizona	1902 sq. miles	2012	1/1/2012	141357
Grand Canyon NP	Arizona	1902 sq. miles	2012	2/1/2012	141305
Grand Canyon NP	Arizona	1902 sq. miles	2012	3/1/2012	291120
Grand Canyon NP	Arizona	1902 sq. miles	2012	4/1/2012	389777
Grand Canyon NP	Arizona	1902 sq. miles	2012	5/1/2012	416363
Grand Canyon NP	Arizona	1902 sq. miles	2012	6/1/2012	549688
Grand Canyon NP	Arizona	1902 sq. miles	2012	7/1/2012	647953
Grand Canyon NP	Arizona	1902 sq. miles	2012	8/1/2012	610680
Grand Canyon NP	Arizona	1902 sq. miles	2012	9/1/2012	448925
Grand Canyon NP	Arizona	1902 sq. miles	2012	10/1/2012	376225
Grand Canyon NP	Arizona	1902 sq. miles	2012	11/1/2012	221927
Grand Canyon NP	Arizona	1902 sq. miles	2012	12/1/2012	186032
Grand Canyon NP	Arizona	1902 sq. miles	2013	1/1/2013	143405
Grand Canyon NP	Arizona	1902 sq. miles	2013	2/1/2013	145356
Grand Canyon NP	Arizona	1902 sq. miles	2013	3/1/2013	359799
Grand Canyon NP	Arizona	1902 sq. miles	2013	4/1/2013	375899
Grand Canyon NP	Arizona	1902 sq. miles	2013	5/1/2013	468178
Grand Canyon NP	Arizona	1902 sq. miles	2013	6/1/2013	613479
Grand Canyon NP	Arizona	1902 sq. miles	2013	7/1/2013	728543
Grand Canyon NP	Arizona	1902 sq. miles	2013	8/1/2013	633026
Grand Canyon NP	Arizona	1902 sq. miles	2013	9/1/2013	465665
Grand Canyon NP	Arizona	1902 sq. miles	2013	10/1/2013	197742
Grand Canyon NP	Arizona	1902 sq. miles	2013	11/1/2013	217733
Grand Canyon NP	Arizona	1902 sq. miles	2013	12/1/2013	216015
Grand Canyon NP	Arizona	1902 sq. miles	2014	1/1/2014	173458
Grand Canyon NP	Arizona	1902 sq. miles	2014	2/1/2014	176364
Grand Canyon NP	Arizona	1902 sq. miles	2014	3/1/2014	353920
Grand Canyon NP	Arizona	1902 sq. miles	2014	4/1/2014	320348
Grand Canyon NP	Arizona	1902 sq. miles	2014	5/1/2014	463713
Grand Canyon NP	Arizona	1902 sq. miles	2014	6/1/2014	563375
Grand Canyon NP	Arizona	1902 sq. miles	2014	7/1/2014	621953
Grand Canyon NP	Arizona	1902 sq. miles	2014	8/1/2014	671027
Grand Canyon NP	Arizona	1902 sq. miles	2014	9/1/2014	488359
Grand Canyon NP	Arizona	1902 sq. miles	2014	10/1/2014	410933
