Park	State	Area	Year	Month	Recreation Visitors
Rocky Mountain NP	Colorado	415 sq. miles	1995	5/1/1995	107774
Rocky Mountain NP	Colorado	415 sq. miles	1995	6/1/1995	401034
Rocky Mountain NP	Colorado	415 sq. miles	1995	7/1/1995	643304
Rocky Mountain NP	Colorado	415 sq. miles	1995	8/1/1995	718453
Rocky Mountain NP	Colorado	415 sq. miles	1995	9/1/1995	404990
Rocky Mountain NP	Colorado	415 sq. miles	1995	10/1/1995	237056
Rocky Mountain NP	Colorado	415 sq. miles	1995	11/1/1995	69520
Rocky Mountain NP	Colorado	415 sq. miles	1995	12/1/1995	42515
Rocky Mountain NP	Colorado	415 sq. miles	1996	1/1/1996	50604
Rocky Mountain NP	Colorado	415 sq. miles	1996	2/1/1996	56462
Rocky Mountain NP	Colorado	415 sq. miles	1996	3/1/1996	69517
Rocky Mountain NP	Colorado	415 sq. miles	1996	4/1/1996	73462
Rocky Mountain NP	Colorado	415 sq. miles	1996	5/1/1996	177831
Rocky Mountain NP	Colorado	415 sq. miles	1996	6/1/1996	442730
Rocky Mountain NP	Colorado	415 sq. miles	1996	7/1/1996	669291
Rocky Mountain NP	Colorado	415 sq. miles	1996	8/1/1996	658613
Rocky Mountain NP	Colorado	415 sq. miles	1996	9/1/1996	405585
Rocky Mountain NP	Colorado	415 sq. miles	1996	10/1/1996	194353
Rocky Mountain NP	Colorado	415 sq. miles	1996	11/1/1996	61799
Rocky Mountain NP	Colorado	415 sq. miles	1996	12/1/1996	63508
Rocky Mountain NP	Colorado	415 sq. miles	1997	1/1/1997	60995
Rocky Mountain NP	Colorado	415 sq. miles	1997	2/1/1997	55496
Rocky Mountain NP	Colorado	415 sq. miles	1997	3/1/1997	82957
Rocky Mountain NP	Colorado	415 sq. miles	1997	4/1/1997	54619
Rocky Mountain NP	Colorado	415 sq. miles	1997	5/1/1997	182301
Rocky Mountain NP	Colorado	415 sq. miles	1997	6/1/1997	477849
Rocky Mountain NP	Colorado	415 sq. miles	1997	7/1/1997	672256
Rocky Mountain NP	Colorado	415 sq. miles	1997	8/1/1997	635015
Rocky Mountain NP	Colorado	415 sq. miles	1997	9/1/1997	408657
Rocky Mountain NP	Colorado	415 sq. miles	1997	10/1/1997	211588
Rocky Mountain NP	Colorado	415 sq. miles	1997	11/1/1997	65166
Rocky Mountain NP	Colorado	415 sq. miles	1997	12/1/1997	58455
Rocky Mountain NP	Colorado	415 sq. miles	1998	1/1/1998	64192
Rocky Mountain NP	Colorado	415 sq. miles	1998	2/1/1998	61194
Rocky Mountain NP	Colorado	415 sq. miles	1998	3/1/1998	70334
Rocky Mountain NP	Colorado	415 sq. miles	1998	4/1/1998	67735
Rocky Mountain NP	Colorado	415 sq. miles	1998	5/1/1998	198448
Rocky Mountain NP	Colorado	415 sq. miles	1998	6/1/1998	453744
Rocky Mountain NP	Colorado	415 sq. miles	1998	7/1/1998	683467
Rocky Mountain NP	Colorado	415 sq. miles	1998	8/1/1998	636460
Rocky Mountain NP	Colorado	415 sq. miles	1998	9/1/1998	445728
Rocky Mountain NP	Colorado	415 sq. miles	1998	10/1/1998	227638
Rocky Mountain NP	Colorado	415 sq. miles	1998	11/1/1998	69927
Rocky Mountain NP	Colorado	415 sq. miles	1998	12/1/1998	56555
Rocky Mountain NP	Colorado	415 sq. miles	1999	1/1/1999	60871
Rocky Mountain NP	Colorado	415 sq. miles	1999	2/1/1999	74798
Rocky Mountain NP	Colorado	415 sq. miles	1999	3/1/1999	87163
Rocky Mountain NP	Colorado	415 sq. miles	1999	4/1/1999	58644
Rocky Mountain NP	Colorado	415 sq. miles	1999	5/1/1999	187697
Rocky Mountain NP	Colorado	415 sq. miles	1999	6/1/1999	471035
Rocky Mountain NP	Colorado	415 sq. miles	1999	7/1/1999	739167
Rocky Mountain NP	Colorado	415 sq. miles	1999	8/1/1999	644694
Rocky Mountain NP	Colorado	415 sq. miles	1999	9/1/1999	466394
Rocky Mountain NP	Colorado	415 sq. miles	1999	10/1/1999	228197
Rocky Mountain NP	Colorado	415 sq. miles	1999	11/1/1999	94367
Rocky Mountain NP	Colorado	415 sq. miles	1999	12/1/1999	73296
Rocky Mountain NP	Colorado	415 sq. miles	2000	1/1/2000	67728
Rocky Mountain NP	Colorado	415 sq. miles	2000	2/1/2000	74328
Rocky Mountain NP	Colorado	415 sq. miles	2000	3/1/2000	83498
Rocky Mountain NP	Colorado	415 sq. miles	2000	4/1/2000	82564
Rocky Mountain NP	Colorado	415 sq. miles	2000	5/1/2000	211790
Rocky Mountain NP	Colorado	415 sq. miles	2000	6/1/2000	483925
Rocky Mountain NP	Colorado	415 sq. miles	2000	7/1/2000	735598
Rocky Mountain NP	Colorado	415 sq. miles	2000	8/1/2000	597407
Rocky Mountain NP	Colorado	415 sq. miles	2000	9/1/2000	448191
Rocky Mountain NP	Colorado	415 sq. miles	2000	10/1/2000	242240
Rocky Mountain NP	Colorado	415 sq. miles	2000	11/1/2000	85145
Rocky Mountain NP	Colorado	415 sq. miles	2000	12/1/2000	72978
Rocky Mountain NP	Colorado	415 sq. miles	2001	1/1/2001	62319
Rocky Mountain NP	Colorado	415 sq. miles	2001	2/1/2001	66820
Rocky Mountain NP	Colorado	415 sq. miles	2001	3/1/2001	73736
Rocky Mountain NP	Colorado	415 sq. miles	2001	4/1/2001	82007
Rocky Mountain NP	Colorado	415 sq. miles	2001	5/1/2001	198797
Rocky Mountain NP	Colorado	415 sq. miles	2001	6/1/2001	499970
Rocky Mountain NP	Colorado	415 sq. miles	2001	7/1/2001	749500
Rocky Mountain NP	Colorado	415 sq. miles	2001	8/1/2001	616789
Rocky Mountain NP	Colorado	415 sq. miles	2001	9/1/2001	463160
Rocky Mountain NP	Colorado	415 sq. miles	2001	10/1/2001	184616
Rocky Mountain NP	Colorado	415 sq. miles	2001	11/1/2001	81020
Rocky Mountain NP	Colorado	415 sq. miles	2001	12/1/2001	60951
Rocky Mountain NP	Colorado	415 sq. miles	2002	1/1/2002	64696
Rocky Mountain NP	Colorado	415 sq. miles	2002	2/1/2002	62365
Rocky Mountain NP	Colorado	415 sq. miles	2002	3/1/2002	78997
Rocky Mountain NP	Colorado	415 sq. miles	2002	4/1/2002	72485
Rocky Mountain NP	Colorado	415 sq. miles	2002	5/1/2002	228491
Rocky Mountain NP	Colorado	415 sq. miles	2002	6/1/2002	491045
Rocky Mountain NP	Colorado	415 sq. miles	2002	7/1/2002	653677
Rocky Mountain NP	Colorado	415 sq. miles	2002	8/1/2002	598693
Rocky Mountain NP	Colorado	415 sq. miles	2002	9/1/2002	428493
Rocky Mountain NP	Colorado	415 sq. miles	2002	10/1/2002	183445
Rocky Mountain NP	Colorado	415 sq. miles	2002	11/1/2002	57455
Rocky Mountain NP	Colorado	415 sq. miles	2002	12/1/2002	68633
Rocky Mountain NP	Colorado	415 sq. miles	2003	1/1/2003	61472
Rocky Mountain NP	Colorado	415 sq. miles	2003	2/1/2003	48224
Rocky Mountain NP	Colorado	415 sq. miles	2003	3/1/2003	63999
Rocky Mountain NP	Colorado	415 sq. miles	2003	4/1/2003	69226
Rocky Mountain NP	Colorado	415 sq. miles	2003	5/1/2003	198771
Rocky Mountain NP	Colorado	415 sq. miles	2003	6/1/2003	457861
Rocky Mountain NP	Colorado	415 sq. miles	2003	7/1/2003	678086
Rocky Mountain NP	Colorado	415 sq. miles	2003	8/1/2003	626473
Rocky Mountain NP	Colorado	415 sq. miles	2003	9/1/2003	465941
Rocky Mountain NP	Colorado	415 sq. miles	2003	10/1/2003	262699
Rocky Mountain NP	Colorado	415 sq. miles	2003	11/1/2003	69681
Rocky Mountain NP	Colorado	415 sq. miles	2003	12/1/2003	64823
Rocky Mountain NP	Colorado	415 sq. miles	2004	1/1/2004	57795
Rocky Mountain NP	Colorado	415 sq. miles	2004	2/1/2004	58503
Rocky Mountain NP	Colorado	415 sq. miles	2004	3/1/2004	79540
Rocky Mountain NP	Colorado	415 sq. miles	2004	4/1/2004	62595
Rocky Mountain NP	Colorado	415 sq. miles	2004	5/1/2004	179887
Rocky Mountain NP	Colorado	415 sq. miles	2004	6/1/2004	421739
Rocky Mountain NP	Colorado	415 sq. miles	2004	7/1/2004	633725
Rocky Mountain NP	Colorado	415 sq. miles	2004	8/1/2004	561913
Rocky Mountain NP	Colorado	415 sq. miles	2004	9/1/2004	407864
Rocky Mountain NP	Colorado	415 sq. miles	2004	10/1/2004	200180
Rocky Mountain NP	Colorado	415 sq. miles	2004	11/1/2004	52173
Rocky Mountain NP	Colorado	415 sq. miles	2004	12/1/2004	65985
Rocky Mountain NP	Colorado	415 sq. miles	2005	1/1/2005	60206
Rocky Mountain NP	Colorado	415 sq. miles	2005	2/1/2005	61932
Rocky Mountain NP	Colorado	415 sq. miles	2005	3/1/2005	60125
Rocky Mountain NP	Colorado	415 sq. miles	2005	4/1/2005	60341
Rocky Mountain NP	Colorado	415 sq. miles	2005	5/1/2005	178599
Rocky Mountain NP	Colorado	415 sq. miles	2005	6/1/2005	417346
Rocky Mountain NP	Colorado	415 sq. miles	2005	7/1/2005	658903
Rocky Mountain NP	Colorado	415 sq. miles	2005	8/1/2005	556353
Rocky Mountain NP	Colorado	415 sq. miles	2005	9/1/2005	406772
Rocky Mountain NP	Colorado	415 sq. miles	2005	10/1/2005	199748
Rocky Mountain NP	Colorado	415 sq. miles	2005	11/1/2005	79707
Rocky Mountain NP	Colorado	415 sq. miles	2005	12/1/2005	58336
Rocky Mountain NP	Colorado	415 sq. miles	2006	1/1/2006	55549
Rocky Mountain NP	Colorado	415 sq. miles	2006	2/1/2006	51901
Rocky Mountain NP	Colorado	415 sq. miles	2006	3/1/2006	59636
Rocky Mountain NP	Colorado	415 sq. miles	2006	4/1/2006	73816
Rocky Mountain NP	Colorado	415 sq. miles	2006	5/1/2006	187936
Rocky Mountain NP	Colorado	415 sq. miles	2006	6/1/2006	451277
Rocky Mountain NP	Colorado	415 sq. miles	2006	7/1/2006	641178
Rocky Mountain NP	Colorado	415 sq. miles	2006	8/1/2006	516531
Rocky Mountain NP	Colorado	415 sq. miles	2006	9/1/2006	412722
Rocky Mountain NP	Colorado	415 sq. miles	2006	10/1/2006	177716
Rocky Mountain NP	Colorado	415 sq. miles	2006	11/1/2006	61323
Rocky Mountain NP	Colorado	415 sq. miles	2006	12/1/2006	54091
Rocky Mountain NP	Colorado	415 sq. miles	2007	1/1/2007	51340
Rocky Mountain NP	Colorado	415 sq. miles	2007	2/1/2007	51929
Rocky Mountain NP	Colorado	415 sq. miles	2007	3/1/2007	77306
Rocky Mountain NP	Colorado	415 sq. miles	2007	4/1/2007	75190
Rocky Mountain NP	Colorado	415 sq. miles	2007	5/1/2007	188187
Rocky Mountain NP	Colorado	415 sq. miles	2007	6/1/2007	468770
Rocky Mountain NP	Colorado	415 sq. miles	2007	7/1/2007	653885
Rocky Mountain NP	Colorado	415 sq. miles	2007	8/1/2007	559939
Rocky Mountain NP	Colorado	415 sq. miles	2007	9/1/2007	442327
Rocky Mountain NP	Colorado	415 sq. miles	2007	10/1/2007	204583
Rocky Mountain NP	Colorado	415 sq. miles	2007	11/1/2007	70953
Rocky Mountain NP	Colorado	415 sq. miles	2007	12/1/2007	50974
Rocky Mountain NP	Colorado	415 sq. miles	2008	1/1/2008	62228
Rocky Mountain NP	Colorado	415 sq. miles	2008	2/1/2008	58860
Rocky Mountain NP	Colorado	415 sq. miles	2008	3/1/2008	71260
Rocky Mountain NP	Colorado	415 sq. miles	2008	4/1/2008	63083
Rocky Mountain NP	Colorado	415 sq. miles	2008	5/1/2008	165489
Rocky Mountain NP	Colorado	415 sq. miles	2008	6/1/2008	420334
Rocky Mountain NP	Colorado	415 sq. miles	2008	7/1/2008	611760
Rocky Mountain NP	Colorado	415 sq. miles	2008	8/1/2008	533886
Rocky Mountain NP	Colorado	415 sq. miles	2008	9/1/2008	424613
Rocky Mountain NP	Colorado	415 sq. miles	2008	10/1/2008	213467
Rocky Mountain NP	Colorado	415 sq. miles	2008	11/1/2008	74914
Rocky Mountain NP	Colorado	415 sq. miles	2008	12/1/2008	57496
Rocky Mountain NP	Colorado	415 sq. miles	2009	1/1/2009	70858
Rocky Mountain NP	Colorado	415 sq. miles	2009	2/1/2009	58375
Rocky Mountain NP	Colorado	415 sq. miles	2009	3/1/2009	75022
Rocky Mountain NP	Colorado	415 sq. miles	2009	4/1/2009	58842
Rocky Mountain NP	Colorado	415 sq. miles	2009	5/1/2009	207827
Rocky Mountain NP	Colorado	415 sq. miles	2009	6/1/2009	426453
Rocky Mountain NP	Colorado	415 sq. miles	2009	7/1/2009	626907
Rocky Mountain NP	Colorado	415 sq. miles	2009	8/1/2009	568455
Rocky Mountain NP	Colorado	415 sq. miles	2009	9/1/2009	443488
Rocky Mountain NP	Colorado	415 sq. miles	2009	10/1/2009	171959
Rocky Mountain NP	Colorado	415 sq. miles	2009	11/1/2009	67894
Rocky Mountain NP	Colorado	415 sq. miles	2009	12/1/2009	46245
Rocky Mountain NP	Colorado	415 sq. miles	2010	1/1/2010	64618
Rocky Mountain NP	Colorado	415 sq. miles	2010	2/1/2010	44576
Rocky Mountain NP	Colorado	415 sq. miles	2010	3/1/2010	70117
Rocky Mountain NP	Colorado	415 sq. miles	2010	4/1/2010	69097
Rocky Mountain NP	Colorado	415 sq. miles	2010	5/1/2010	180710
Rocky Mountain NP	Colorado	415 sq. miles	2010	6/1/2010	441738
Rocky Mountain NP	Colorado	415 sq. miles	2010	7/1/2010	668418
Rocky Mountain NP	Colorado	415 sq. miles	2010	8/1/2010	574638
Rocky Mountain NP	Colorado	415 sq. miles	2010	9/1/2010	461942
Rocky Mountain NP	Colorado	415 sq. miles	2010	10/1/2010	245770
Rocky Mountain NP	Colorado	415 sq. miles	2010	11/1/2010	67862
Rocky Mountain NP	Colorado	415 sq. miles	2010	12/1/2010	66335
Rocky Mountain NP	Colorado	415 sq. miles	2011	1/1/2011	68641
Rocky Mountain NP	Colorado	415 sq. miles	2011	2/1/2011	50540
Rocky Mountain NP	Colorado	415 sq. miles	2011	3/1/2011	73760
Rocky Mountain NP	Colorado	415 sq. miles	2011	4/1/2011	77183
Rocky Mountain NP	Colorado	415 sq. miles	2011	5/1/2011	163587
Rocky Mountain NP	Colorado	415 sq. miles	2011	6/1/2011	500733
Rocky Mountain NP	Colorado	415 sq. miles	2011	7/1/2011	743741
Rocky Mountain NP	Colorado	415 sq. miles	2011	8/1/2011	620534
Rocky Mountain NP	Colorado	415 sq. miles	2011	9/1/2011	483780
Rocky Mountain NP	Colorado	415 sq. miles	2011	10/1/2011	264617
Rocky Mountain NP	Colorado	415 sq. miles	2011	11/1/2011	68076
Rocky Mountain NP	Colorado	415 sq. miles	2011	12/1/2011	61749
Rocky Mountain NP	Colorado	415 sq. miles	2012	1/1/2012	68537
Rocky Mountain NP	Colorado	415 sq. miles	2012	2/1/2012	62036
Rocky Mountain NP	Colorado	415 sq. miles	2012	3/1/2012	104374
Rocky Mountain NP	Colorado	415 sq. miles	2012	4/1/2012	117053
Rocky Mountain NP	Colorado	415 sq. miles	2012	5/1/2012	228950
Rocky Mountain NP	Colorado	415 sq. miles	2012	6/1/2012	500206
Rocky Mountain NP	Colorado	415 sq. miles	2012	7/1/2012	651722
Rocky Mountain NP	Colorado	415 sq. miles	2012	8/1/2012	589131
Rocky Mountain NP	Colorado	415 sq. miles	2012	9/1/2012	527172
Rocky Mountain NP	Colorado	415 sq. miles	2012	10/1/2012	219946
Rocky Mountain NP	Colorado	415 sq. miles	2012	11/1/2012	93714
Rocky Mountain NP	Colorado	415 sq. miles	2012	12/1/2012	66776
Rocky Mountain NP	Colorado	415 sq. miles	2013	1/1/2013	78022
Rocky Mountain NP	Colorado	415 sq. miles	2013	2/1/2013	68831
Rocky Mountain NP	Colorado	415 sq. miles	2013	3/1/2013	89691
Rocky Mountain NP	Colorado	415 sq. miles	2013	4/1/2013	90379
Rocky Mountain NP	Colorado	415 sq. miles	2013	5/1/2013	239184
Rocky Mountain NP	Colorado	415 sq. miles	2013	6/1/2013	602508
Rocky Mountain NP	Colorado	415 sq. miles	2013	7/1/2013	712583
Rocky Mountain NP	Colorado	415 sq. miles	2013	8/1/2013	621852
Rocky Mountain NP	Colorado	415 sq. miles	2013	9/1/2013	253467
Rocky Mountain NP	Colorado	415 sq. miles	2013	10/1/2013	66275
Rocky Mountain NP	Colorado	415 sq. miles	2013	11/1/2013	86379
Rocky Mountain NP	Colorado	415 sq. miles	2013	12/1/2013	81970
Rocky Mountain NP	Colorado	415 sq. miles	2014	1/1/2014	77633
Rocky Mountain NP	Colorado	415 sq. miles	2014	2/1/2014	76881
Rocky Mountain NP	Colorado	415 sq. miles	2014	3/1/2014	99077
Rocky Mountain NP	Colorado	415 sq. miles	2014	4/1/2014	97100
Rocky Mountain NP	Colorado	415 sq. miles	2014	5/1/2014	220532
Rocky Mountain NP	Colorado	415 sq. miles	2014	6/1/2014	538725
Rocky Mountain NP	Colorado	415 sq. miles	2014	7/1/2014	693685
Rocky Mountain NP	Colorado	415 sq. miles	2014	8/1/2014	616826
Rocky Mountain NP	Colorado	415 sq. miles	2014	9/1/2014	537694
Rocky Mountain NP	Colorado	415 sq. miles	2014	10/1/2014	305651
Rocky Mountain NP	Colorado	415 sq. miles	2014	11/1/2014	90915
Rocky Mountain NP	Colorado	415 sq. miles	2014	12/1/2014	80032
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	1/1/1995	40868
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	2/1/1995	48034
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	3/1/1995	21157
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	4/1/1995	26147
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	5/1/1995	201797
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	6/1/1995	550978
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	7/1/1995	847003
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	8/1/1995	773307
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	9/1/1995	468062
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	10/1/1995	128483
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	11/1/1995	11635
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1995	12/1/1995	7814
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	1/1/1996	32871
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	2/1/1996	51692
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	3/1/1996	27162
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	4/1/1996	24321
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	5/1/1996	187045
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	6/1/1996	539368
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	7/1/1996	818964
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	8/1/1996	753934
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	9/1/1996	426806
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	10/1/1996	118902
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	11/1/1996	10473
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1996	12/1/1996	20633
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	1/1/1997	31155
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	2/1/1997	42392
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	3/1/1997	19324
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	4/1/1997	21526
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	5/1/1997	191985
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	6/1/1997	512895
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	7/1/1997	774327
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	8/1/1997	737973
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	9/1/1997	403184
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	10/1/1997	120266
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	11/1/1997	9983
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1997	12/1/1997	24503
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	1/1/1998	33845
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	2/1/1998	43032
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	3/1/1998	17894
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	4/1/1998	29689
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	5/1/1998	222385
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	6/1/1998	549396
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	7/1/1998	829683
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	8/1/1998	764238
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	9/1/1998	445741
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	10/1/1998	150079
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	11/1/1998	9106
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1998	12/1/1998	25742
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	1/1/1999	34346
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	2/1/1999	41120
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	3/1/1999	23067
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	4/1/1999	27128
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	5/1/1999	203727
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	6/1/1999	580624
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	7/1/1999	832685
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	8/1/1999	760062
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	9/1/1999	445057
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	10/1/1999	142049
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	11/1/1999	16230
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	1999	12/1/1999	25286
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	1/1/2000	37301
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	2/1/2000	47573
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	3/1/2000	20404
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	4/1/2000	27869
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	5/1/2000	214814
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	6/1/2000	553892
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	7/1/2000	768040
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	8/1/2000	634104
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	9/1/2000	353728
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	10/1/2000	139784
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	11/1/2000	13422
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2000	12/1/2000	27302
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	1/1/2001	44356
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	2/1/2001	48980
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	3/1/2001	18485
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	4/1/2001	28341
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	5/1/2001	229085
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	6/1/2001	507737
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	7/1/2001	724735
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	8/1/2001	613965
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	9/1/2001	373583
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	10/1/2001	121958
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	11/1/2001	19585
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2001	12/1/2001	27716
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	1/1/2002	40465
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	2/1/2002	52002
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	3/1/2002	23305
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	4/1/2002	15904
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	5/1/2002	228642
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	6/1/2002	568144
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	7/1/2002	794929
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	8/1/2002	663266
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	9/1/2002	413960
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	10/1/2002	142702
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	11/1/2002	11235
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2002	12/1/2002	19123
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	1/1/2003	36387
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	2/1/2003	39494
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	3/1/2003	17718
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	4/1/2003	28877
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	5/1/2003	206245
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	6/1/2003	580919
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	7/1/2003	809689
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	8/1/2003	698753
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	9/1/2003	404498
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	10/1/2003	175877
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	11/1/2003	7967
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2003	12/1/2003	12951
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	1/1/2004	22817
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	2/1/2004	30030
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	3/1/2004	20187
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	4/1/2004	32434
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	5/1/2004	216905
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	6/1/2004	584925
